Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Alex,2019-12-25 07:32:43,00:00:24,,The Epic Tales of Captain Underpants: Season 1: Captain Underpants and the Terrifying Perilous Misfortune of the T.P. Mummy (Episode 5),,Android DefaultWidevineL3Tablet Android Tablet,00:00:23,00:00:23,NZ (New Zealand)
Alex,2019-12-24 01:50:02,00:00:09,,All Hail King Julien: Season 1: King Me (Episode 1),,Android DefaultWidevineL3Tablet Android Tablet,00:10:55,00:10:55,NZ (New Zealand)
Alex,2019-12-23 04:06:45,00:00:05,Has branched playback; ,"You vs. Wild: Season 1: Operation Jungle Rescue, Pt. 1 (Episode 1)",,Chrome OS (Cadmium),00:13:19,00:13:19,NZ (New Zealand)
Alex,2019-12-23 04:05:47,00:00:05,,Spirit Riding Free: Spirit of Christmas,,Chrome OS (Cadmium),00:00:05,00:00:05,NZ (New Zealand)
Alex,2019-12-14 06:43:41,00:18:02,Autoplayed: user action: None; ,All Hail King Julien: Exiled: Season 1: For Whom the Bell Gods Toll (Episode 10),,HiSilicon HiMediaDishSV10 Set Top Box,00:19:01,Not latest view,NZ (New Zealand)
Alex,2019-12-14 06:21:18,00:22:19,Autoplayed: user action: None; ,All Hail King Julien: Exiled: Season 1: I Am Fartacus (Episode 9),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:18,00:23:18,NZ (New Zealand)
Alex,2019-12-14 06:03:45,00:17:18,,All Hail King Julien: Exiled: Season 1: Fauxsa Unchained (Episode 8),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:18,00:23:18,NZ (New Zealand)
Alex,2019-12-14 05:53:25,00:10:17,,All Hail King Julien: Exiled: Season 1: Cult Fiction (Episode 7),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:04,00:23:04,NZ (New Zealand)
Alex,2019-12-14 05:19:57,00:11:49,,All Hail King Julien: Exiled: Season 1: Cult Fiction (Episode 7),,HiSilicon HiMediaDishSV10 Set Top Box,00:12:47,Not latest view,NZ (New Zealand)
Alex,2019-12-14 04:57:49,00:22:05,Autoplayed: user action: None; ,All Hail King Julien: Exiled: Season 1: Bad-Year Blimp (Episode 6),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:05,00:23:05,NZ (New Zealand)
Alex,2019-12-14 04:35:26,00:22:19,,All Hail King Julien: Exiled: Season 1: Raiders of the Lord Shark (Episode 5),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:18,00:23:18,NZ (New Zealand)
Alex,2019-12-14 04:13:10,00:22:12,,All Hail King Julien: Exiled: Season 1: Bridge on the River Mort (Episode 4),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:11,00:23:11,NZ (New Zealand)
Alex,2019-12-14 03:50:53,00:22:14,,All Hail King Julien: Exiled: Season 1: Iron Ted Weekend (Episode 3),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:11,00:23:11,NZ (New Zealand)
Alex,2019-12-14 03:28:36,00:22:14,Autoplayed: user action: None; ,All Hail King Julien: Exiled: Season 1: The Most Eggcellent Adventure (Episode 2),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:14,00:23:14,NZ (New Zealand)
Alex,2019-12-14 03:19:59,00:07:57,,All Hail King Julien: Exiled: Season 1: The Strife Aquatic (Episode 1),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:18,00:23:18,NZ (New Zealand)
Alex,2019-11-30 02:29:01,00:04:17,,Brain Games: Season 5: Left vs. Right (Episode 2),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:47,00:21:47,NZ (New Zealand)
Alex,2019-11-30 02:10:55,00:17:28,,Brain Games: Season 5: Left vs. Right (Episode 2),,HiSilicon HiMediaDishSV10 Set Top Box,00:17:32,Not latest view,NZ (New Zealand)
Alex,2019-11-30 01:51:14,00:19:31,,Brain Games: Season 5: Common Sense (Episode 1),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:04,00:22:04,NZ (New Zealand)
Alex,2019-11-29 06:37:55,00:10:00,,The Garfield Show: Season 1: Nice to Nermal / Out on a Limb (Episode 23),,HiSilicon HiMediaDishSV10 Set Top Box,00:17:42,Not latest view,NZ (New Zealand)
Alex,2019-11-29 06:34:41,00:02:58,,The Garfield Show: Season 1: Nice to Nermal / Out on a Limb (Episode 23),,HiSilicon HiMediaDishSV10 Set Top Box,00:08:27,Not latest view,NZ (New Zealand)
Alex,2019-11-29 06:34:33,00:00:02,,Green Eggs and Ham: Season 1: Goat (Episode 9),,HiSilicon HiMediaDishSV10 Set Top Box,00:00:02,Not latest view,NZ (New Zealand)
Alex,2019-11-29 06:25:42,00:08:35,,The Spooky Tale of Captain Underpants Hack-a-ween,,HiSilicon HiMediaDishSV10 Set Top Box,00:16:46,00:16:46,NZ (New Zealand)
Alex,2019-11-29 06:24:42,00:00:46,,The Garfield Show: Season 1: Nice to Nermal / Out on a Limb (Episode 23),,HiSilicon HiMediaDishSV10 Set Top Box,00:05:34,Not latest view,NZ (New Zealand)
Alex,2019-11-29 06:24:30,00:00:02,,Green Eggs and Ham: Season 1: Goat (Episode 9),,HiSilicon HiMediaDishSV10 Set Top Box,00:00:02,Not latest view,NZ (New Zealand)
Alex,2019-11-29 05:46:58,00:37:21,,DreamWorks Happy Holidays from Madagascar: Volume 1: Play All Three: Madagascar Short Stories (Episode 1),,HiSilicon HiMediaDishSV10 Set Top Box,00:45:42,00:45:42,NZ (New Zealand)
Alex,2019-11-29 05:45:57,00:00:44,,Green Eggs and Ham: Season 1: Goat (Episode 9),,HiSilicon HiMediaDishSV10 Set Top Box,00:00:01,Not latest view,NZ (New Zealand)
Alex,2019-11-29 05:37:25,00:08:23,,DreamWorks Happy Holidays from Madagascar: Volume 1: Play All Three: Madagascar Short Stories (Episode 1),,HiSilicon HiMediaDishSV10 Set Top Box,00:08:23,Not latest view,NZ (New Zealand)
Alex,2019-11-29 05:36:11,00:00:09,,Green Eggs and Ham: Season 1: Goat (Episode 9),,HiSilicon HiMediaDishSV10 Set Top Box,00:09:57,Not latest view,NZ (New Zealand)
Alex,2019-11-29 05:31:41,00:04:21,,The Garfield Show: Season 1: Nice to Nermal / Out on a Limb (Episode 23),,HiSilicon HiMediaDishSV10 Set Top Box,00:04:51,Not latest view,NZ (New Zealand)
Alex,2019-11-29 04:33:25,00:00:04,Autoplayed: user action: None; ,The Garfield Show: Season 1: Nice to Nermal / Out on a Limb (Episode 23),,HiSilicon HiMediaDishSV10 Set Top Box,00:00:31,Not latest view,NZ (New Zealand)
Alex,2019-11-29 04:10:12,00:23:10,Autoplayed: user action: None; ,The Garfield Show: Season 1: Up a Tree / It's a Cheese World (Episode 22),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:37,Not latest view,NZ (New Zealand)
Alex,2019-11-29 03:45:58,00:24:11,Autoplayed: user action: None; ,The Garfield Show: Season 1: Neighbor Nathan / History of Dogs (Episode 21),,HiSilicon HiMediaDishSV10 Set Top Box,00:24:38,Not latest view,NZ (New Zealand)
Alex,2019-11-29 03:21:29,00:24:26,,The Garfield Show: Season 1: Caroling Capers / From the Oven (Episode 20),,HiSilicon HiMediaDishSV10 Set Top Box,00:24:26,Not latest view,NZ (New Zealand)
Alex,2019-11-29 00:31:10,00:03:31,Autoplayed: user action: None; ,The Cat in the Hat Knows a Lot About That!: Season 1: I Love the Nightlife / Oh Give Me a Home! (Episode 2),,HiSilicon HiMediaDishSV10 Set Top Box,00:04:31,00:04:31,NZ (New Zealand)
Alex,2019-11-29 00:07:44,00:23:23,,The Cat in the Hat Knows a Lot About That!: Season 1: Show Me the Honey / Migration Vacation (Episode 1),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:23,00:23:23,NZ (New Zealand)
Alex,2019-11-28 06:23:46,00:00:04,Autoplayed: user action: None; ,The Garfield Show: Season 1: Caroling Capers / From the Oven (Episode 20),,HiSilicon HiMediaDishSV10 Set Top Box,00:00:30,Not latest view,NZ (New Zealand)
Alex,2019-11-28 05:59:44,00:24:00,Autoplayed: user action: None; ,The Garfield Show: Season 1: Extreme Housebreaking / Heir Apparent (Episode 19),,HiSilicon HiMediaDishSV10 Set Top Box,00:24:27,Not latest view,NZ (New Zealand)
Alex,2019-11-28 05:36:35,00:23:05,Autoplayed: user action: None; ,The Garfield Show: Season 1: It's a Cat World / Mailman Blues (Episode 18),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:32,Not latest view,NZ (New Zealand)
Alex,2019-11-28 05:13:09,00:23:22,,The Garfield Show: Season 1: Fame Fatale / Virtualodeon (Episode 17),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:22,Not latest view,NZ (New Zealand)
Alex,2019-11-28 05:06:37,00:05:01,,Green Eggs and Ham: Season 1: Goat (Episode 9),,HiSilicon HiMediaDishSV10 Set Top Box,00:09:51,Not latest view,NZ (New Zealand)
Alex,2019-11-28 05:02:48,00:03:44,,Green Eggs and Ham: Season 1: Goat (Episode 9),,HiSilicon HiMediaDishSV10 Set Top Box,00:04:52,Not latest view,NZ (New Zealand)
Alex,2019-11-16 05:31:53,00:24:33,Autoplayed: user action: None; ,Green Eggs and Ham: Season 1: Rain (Episode 8),,HiSilicon HiMediaDishSV10 Set Top Box,00:25:51,00:25:51,NZ (New Zealand)
Alex,2019-11-16 05:06:26,00:25:20,,Green Eggs and Ham: Season 1: Mouse (Episode 7),,HiSilicon HiMediaDishSV10 Set Top Box,00:25:20,00:25:20,NZ (New Zealand)
Alex,2019-11-16 05:01:05,00:00:04,,Green Eggs and Ham: Season 1: Mouse (Episode 7),,HiSilicon HiMediaDishSV10 Set Top Box,00:00:04,Not latest view,NZ (New Zealand)
Alex,2019-11-16 03:19:20,00:24:28,Autoplayed: user action: None; ,Green Eggs and Ham: Season 1: Box (Episode 6),,HiSilicon HiMediaDishSV10 Set Top Box,00:25:46,00:25:46,NZ (New Zealand)
Alex,2019-11-16 02:54:57,00:24:20,,Green Eggs and Ham: Season 1: Dark (Episode 5),,HiSilicon HiMediaDishSV10 Set Top Box,00:25:38,00:25:38,NZ (New Zealand)
Alex,2019-11-16 02:30:26,00:24:28,,Green Eggs and Ham: Season 1: Fox (Episode 4),,HiSilicon HiMediaDishSV10 Set Top Box,00:25:46,00:25:46,NZ (New Zealand)
Alex,2019-11-16 02:25:37,00:04:45,,Green Eggs and Ham: Season 1: Train (Episode 3),,HiSilicon HiMediaDishSV10 Set Top Box,00:25:43,00:25:43,NZ (New Zealand)
Alex,2019-11-16 02:00:31,00:19:42,,Green Eggs and Ham: Season 1: Train (Episode 3),,HiSilicon HiMediaDishSV10 Set Top Box,00:21:00,Not latest view,NZ (New Zealand)
Alex,2019-11-16 01:36:03,00:24:25,,Green Eggs and Ham: Season 1: Car (Episode 2),,HiSilicon HiMediaDishSV10 Set Top Box,00:25:43,00:25:43,NZ (New Zealand)
Alex,2019-11-16 01:10:13,00:25:46,,Green Eggs and Ham: Season 1: Here (Episode 1),,HiSilicon HiMediaDishSV10 Set Top Box,00:25:46,00:25:46,NZ (New Zealand)
Alex,2019-10-19 19:35:15,00:12:28,,The Garfield Show: Season 1: Fish to Fry / Little Yellow Riding Hood (Episode 16),,HiSilicon HiMediaDishSV10 Set Top Box,00:12:28,Not latest view,NZ (New Zealand)
Alex,2019-10-19 19:26:49,00:08:12,,The Spooky Tale of Captain Underpants Hack-a-ween,,HiSilicon HiMediaDishSV10 Set Top Box,00:08:12,Not latest view,NZ (New Zealand)
Alex,2019-10-19 19:24:39,00:01:32,,The Epic Tales of Captain Underpants: Season 1: Captain Underpants and the Vexing Villiany of the Vile Vimpire (Episode 4),,HiSilicon HiMediaDishSV10 Set Top Box,00:01:33,00:01:33,NZ (New Zealand)
Alex,2019-10-19 18:58:58,00:22:34,,The Epic Tales of Captain Underpants: Season 1: Captain Underpants and the Horrible Hostilities of the Homework Hydra (Episode 3),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:00,00:23:00,NZ (New Zealand)
Alex,2019-10-19 18:35:41,00:22:59,,The Epic Tales of Captain Underpants: Season 1: Captain Underpants and the Dreadful Debacle of DJ Drowsy Drawers (Episode 2),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:59,00:22:59,NZ (New Zealand)
Alex,2019-10-19 06:05:53,00:24:08,,Paddington 2,,HiSilicon HiMediaDishSV10 Set Top Box,01:37:03,01:37:03,NZ (New Zealand)
Alex,2019-10-19 05:34:33,00:12:24,,Paddington 2,,HiSilicon HiMediaDishSV10 Set Top Box,01:13:04,Not latest view,NZ (New Zealand)
Alex,2019-10-19 04:16:33,01:00:41,,Paddington 2,,HiSilicon HiMediaDishSV10 Set Top Box,01:00:41,Not latest view,NZ (New Zealand)
Alex,2019-10-19 04:05:56,00:00:05,,Paddington 2,,HiSilicon HiMediaDishSV10 Set Top Box,00:00:01,Not latest view,NZ (New Zealand)
Alex,2019-10-19 03:59:47,00:00:04,Autoplayed: user action: None; ,The Garfield Show: Season 1: Fish to Fry / Little Yellow Riding Hood (Episode 16),,HiSilicon HiMediaDishSV10 Set Top Box,00:00:31,Not latest view,NZ (New Zealand)
Alex,2019-10-19 03:36:30,00:23:15,Autoplayed: user action: None; ,The Garfield Show: Season 1: Time Twist / Time Master (Episode 15),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:41,Not latest view,NZ (New Zealand)
Alex,2019-10-19 03:13:26,00:23:01,Autoplayed: user action: None; ,The Garfield Show: Season 1: Underwater World / Family Picture (Episode 14),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:28,Not latest view,NZ (New Zealand)
Alex,2019-10-19 02:50:17,00:23:05,,The Garfield Show: Season 1: Curse of the Cat People / Glenda & Odessa (Episode 13),,HiSilicon HiMediaDishSV10 Set Top Box,00:23:28,Not latest view,NZ (New Zealand)
Alex,2019-10-19 02:05:02,00:44:48,,The Spooky Tale of Captain Underpants Hack-a-ween,,HiSilicon HiMediaDishSV10 Set Top Box,00:44:50,Not latest view,NZ (New Zealand)
Alex,2019-10-17 05:45:44,00:00:54,,All Hail King Julien: Season 1: Enter the Fanaloka (Episode 3),,HiSilicon HiMediaDishSV10 Set Top Box,00:01:28,00:01:28,NZ (New Zealand)
Alex,2019-10-17 05:25:36,00:18:15,,All Hail King Julien: Season 1: Poll Position (Episode 2),,HiSilicon HiMediaDishSV10 Set Top Box,00:22:58,00:22:58,NZ (New Zealand)
Alex,2019-10-17 05:12:55,00:04:44,,All Hail King Julien: Season 1: Poll Position (Episode 2),,HiSilicon HiMediaDishSV10 Set Top Box,00:04:44,Not latest view,NZ (New Zealand)
Alex,2019-10-17 04:23:27,00:45:22,,The Spooky Tale of Captain Underpants Hack-a-ween,,HiSilicon HiMediaDishSV10 Set Top Box,00:45:22,Not latest view,NZ (New Zealand)
Alex,2019-10-17 03:24:30,00:58:04,,Paddington 2,,HiSilicon HiMediaDishSV10 Set Top Box,01:37:20,Not latest view,NZ (New Zealand)
Alex,2019-10-12 04:16:36,00:39:17,,Paddington 2,,HiSilicon HiMediaDishSV10 Set Top Box,00:39:17,Not latest view,NZ (New Zealand)
Alex,2019-10-12 04:12:27,00:00:06,Autoplayed: user action: None; ,The Universe: Season 1: The Moon (Episode 5),,HiSilicon HiMediaDishSV10 Set Top Box,00:00:06,00:00:06,NZ (New Zealand)
Alex,2019-10-12 03:27:52,00:44:10,,The Universe: Season 1: Jupiter: The Giant Planet (Episode 4),,HiSilicon HiMediaDishSV10 Set Top Box,00:44:10,00:44:10,NZ (New Zealand)
Alex,2019-10-10 22:36:06,01:00:00,,Earth: One Amazing Day,,HiSilicon HiMediaDishSV10 Set Top Box,01:00:00,01:00:00,NZ (New Zealand)
Alex,2019-10-10 22:35:53,00:00:08,,Earth: One Amazing Day,,HiSilicon HiMediaDishSV10 Set Top Box,00:00:08,Not latest view,NZ (New Zealand)
Alex,2019-10-10 22:34:59,00:00:04,Autoplayed: user action: None; ,The Universe: Season 1: Jupiter: The Giant Planet (Episode 4),,HiSilicon HiMediaDishSV10 Set Top Box,00:00:04,Not latest view,NZ (New Zealand)
Alex,2019-10-10 21:50:25,00:44:16,Autoplayed: user action: None; ,The Universe: Season 1: The End of the Earth: Deep Space Threats to Our Planet (Episode 3),,HiSilicon HiMediaDishSV10 Set Top Box,00:44:16,00:44:16,NZ (New Zealand)
Alex,2019-10-10 21:05:53,00:44:15,Autoplayed: user action: None; ,The Universe: Season 1: Mars: The Red Planet (Episode 2),,HiSilicon HiMediaDishSV10 Set Top Box,00:44:15,00:44:15,NZ (New Zealand)
Alex,2019-10-10 20:21:19,00:44:15,,The Universe: Season 1: Secrets of the Sun (Episode 1),,HiSilicon HiMediaDishSV10 Set Top Box,00:44:15,00:44:15,NZ (New Zealand)
Alex,2019-10-10 20:09:02,00:01:21,,Brain Games: Season 5: Common Sense (Episode 1),,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,00:02:36,Not latest view,NZ (New Zealand)
Alex,2019-10-10 07:51:31,00:01:32,,Our Planet: Season 1: One Planet (Episode 1),,HiSilicon HiMediaDishSV10 Set Top Box,00:01:32,00:01:32,NZ (New Zealand)
Alex,2019-10-10 07:50:45,00:00:27,,"You vs. Wild: Season 1: Operation Jungle Rescue, Pt. 1 (Episode 1)",,HiSilicon HiMediaDishSV10 Set Top Box,00:00:27,Not latest view,NZ (New Zealand)
Alex,2019-10-10 04:39:35,00:41:34,,Bee Movie,,Apple TV 3,00:41:34,00:41:34,NZ (New Zealand)
Alex,2019-10-10 03:31:18,00:53:03,,The LEGO Ninjago Movie,,Apple TV 3,00:53:03,00:53:03,NZ (New Zealand)
Alex,2019-10-10 03:29:55,00:01:11,,The LEGO Ninjago Movie,,Apple TV 3,01:32:26,Not latest view,NZ (New Zealand)
Alex,2019-10-10 03:29:00,00:00:06,,All Hail King Julien: Exiled: Season 1: The Day Before Tomorrow (Episode 13),,Apple TV 3,00:19:37,Not latest view,NZ (New Zealand)
Alex,2019-10-10 03:06:53,00:21:26,,LEGO Ninjago: Masters of Spinjitzu: Rebooted: The Curse of the Golden Master (Episode 4),,Apple TV 3,00:21:56,00:21:56,NZ (New Zealand)
Alex,2019-10-09 04:09:57,00:23:13,,The Garfield Show: Season 1: Down on the Farm / The Pet Show (Episode 12),,Apple TV 3,00:23:12,Not latest view,NZ (New Zealand)
Alex,2019-10-09 04:07:12,00:02:40,,The Garfield Show: Season 1: Curse of the Were-Dog / Meet the Parents (Episode 11),,Apple TV 3,00:23:30,Not latest view,NZ (New Zealand)
Alex,2019-10-09 03:52:32,00:14:21,,The Garfield Show: Season 1: Not So Sweet Sound of Music / Turkey Trouble (Episode 8),,Apple TV 3,00:14:20,Not latest view,NZ (New Zealand)
Alex,2019-10-09 03:10:34,00:23:33,,The Garfield Show: Season 1: High Scale / Jon's Night Out (Episode 7),,Apple TV 3,00:23:33,Not latest view,NZ (New Zealand)
Alex,2019-10-09 03:10:09,00:00:03,,The Garfield Show: Season 1: King Nermal / Desperately Seeking Pookie (Episode 6),,Apple TV 3,00:00:02,Not latest view,NZ (New Zealand)
Alex,2019-10-09 02:46:24,00:23:41,,The Garfield Show: Season 1: A Game of Cat and Mouse / Perfect Pizza (Episode 5),,Apple TV 3,00:23:41,Not latest view,NZ (New Zealand)
Alex,2019-10-09 02:42:43,00:00:53,,Teen Titans Go!: Season 1: Colors of Raven / The Left Leg (Episode 13),,Apple TV 3,00:00:53,Not latest view,NZ (New Zealand)
Alex,2019-10-09 02:32:33,00:10:05,,Teen Titans Go!: Season 1: Burger vs. Burrito / Matched (Episode 12),,Apple TV 3,00:21:26,00:21:26,NZ (New Zealand)
Alex,2019-10-09 02:31:34,00:00:34,,LEGO Ninjago: Masters of Spinjitzu: Rebooted: The Curse of the Golden Master (Episode 4),,Apple TV 3,00:00:33,Not latest view,NZ (New Zealand)
Alex,2019-10-09 02:15:32,00:15:56,,LEGO Ninjago: Masters of Spinjitzu: Rebooted: Blackout (Episode 3),,Apple TV 3,00:22:06,00:22:06,NZ (New Zealand)
Alex,2019-10-08 06:04:42,00:06:12,,LEGO Ninjago: Masters of Spinjitzu: Rebooted: Blackout (Episode 3),,Apple TV 3,00:06:12,Not latest view,NZ (New Zealand)
Alex,2019-10-08 05:42:31,00:22:07,,LEGO Ninjago: Masters of Spinjitzu: Rebooted: The Art of the Silent Fist (Episode 2),,Apple TV 3,00:22:07,00:22:07,NZ (New Zealand)
Alex,2019-10-08 05:40:56,00:00:05,,Garfield's Fun Fest,,Apple TV 3,01:11:59,Not latest view,NZ (New Zealand)
Alex,2019-10-08 05:20:48,00:19:37,,All Hail King Julien: Exiled: Season 1: The Day Before Tomorrow (Episode 13),,Apple TV 3,00:19:37,Not latest view,NZ (New Zealand)
Alex,2019-10-08 04:57:41,00:23:02,,All Hail King Julien: Exiled: Season 1: The Day After Yesterday (Episode 12),,Apple TV 3,00:23:02,Not latest view,NZ (New Zealand)
Alex,2019-10-08 04:38:00,00:19:01,,All Hail King Julien: Exiled: Season 1: Out of the Foosa Pen and into the Fire (Episode 11),,Apple TV 3,00:23:17,Not latest view,NZ (New Zealand)
Alex,2019-10-08 04:14:37,00:23:04,,All Hail King Julien: Exiled: Season 1: For Whom the Bell Gods Toll (Episode 10),,Apple TV 3,00:23:04,Not latest view,NZ (New Zealand)
Alex,2019-10-07 20:42:51,00:23:02,,All Hail King Julien: Exiled: Season 1: I Am Fartacus (Episode 9),,Apple TV 3,00:23:01,Not latest view,NZ (New Zealand)
Alex,2019-10-07 20:19:36,00:23:10,,All Hail King Julien: Exiled: Season 1: Fauxsa Unchained (Episode 8),,Apple TV 3,00:23:10,Not latest view,NZ (New Zealand)
Alex,2019-10-07 19:56:15,00:23:17,,All Hail King Julien: Exiled: Season 1: Cult Fiction (Episode 7),,Apple TV 3,00:23:17,Not latest view,NZ (New Zealand)
Alex,2019-10-07 19:27:34,00:23:03,,All Hail King Julien: Exiled: Season 1: Bad-Year Blimp (Episode 6),,Apple TV 3,00:23:03,Not latest view,NZ (New Zealand)
Alex,2019-10-02 22:00:19,00:23:01,,All Hail King Julien: Exiled: Season 1: Raiders of the Lord Shark (Episode 5),,Apple TV 3,00:23:01,Not latest view,NZ (New Zealand)
Alex,2019-10-02 21:37:09,00:23:06,,All Hail King Julien: Exiled: Season 1: Bridge on the River Mort (Episode 4),,Apple TV 3,00:23:06,Not latest view,NZ (New Zealand)
Alex,2019-10-02 21:13:51,00:23:14,,All Hail King Julien: Exiled: Season 1: Iron Ted Weekend (Episode 3),,Apple TV 3,00:23:14,Not latest view,NZ (New Zealand)
Alex,2019-10-02 20:50:28,00:23:08,,All Hail King Julien: Exiled: Season 1: The Strife Aquatic (Episode 1),,Apple TV 3,00:23:08,Not latest view,NZ (New Zealand)
Alex,2019-10-02 20:43:59,00:05:36,,Teen Titans Go!: Season 1: Burger vs. Burrito / Matched (Episode 12),,Apple TV 3,00:11:27,Not latest view,NZ (New Zealand)
Alex,2019-10-02 19:58:03,00:44:07,,Robinson Crusoe,,Apple TV 3,01:25:36,01:25:36,NZ (New Zealand)
Alex,2019-10-02 05:48:39,00:41:33,,Robinson Crusoe,,Apple TV 3,00:41:33,Not latest view,NZ (New Zealand)
Alex,2019-10-02 05:45:30,00:02:50,,Pee-wee's Big Holiday,,Apple TV 3,00:02:50,00:02:50,NZ (New Zealand)
Alex,2019-10-02 05:43:15,00:01:45,,Shark Tale,,Apple TV 3,00:01:45,00:01:45,NZ (New Zealand)
Alex,2019-10-02 04:10:16,01:31:22,,The LEGO Ninjago Movie,,Apple TV 3,01:31:22,Not latest view,NZ (New Zealand)
Alex,2019-10-02 04:00:21,00:09:36,,Megamind,,Apple TV 3,01:23:20,01:23:20,NZ (New Zealand)
Alex,2019-10-02 02:16:58,00:02:52,,Megamind,,Apple TV 3,01:13:46,Not latest view,NZ (New Zealand)
Alex,2019-10-02 02:15:26,00:00:38,,Tooth Fairy,,Apple TV 3,01:35:53,01:35:53,NZ (New Zealand)
Alex,2019-10-02 00:39:52,01:35:24,,Tooth Fairy,,Apple TV 3,01:35:24,Not latest view,NZ (New Zealand)
Alex,2019-10-01 23:07:40,00:21:49,,Megamind,,Apple TV 3,01:11:02,Not latest view,NZ (New Zealand)
Alex,2019-10-01 22:32:59,00:34:15,,Megamind,,Apple TV 3,00:49:15,Not latest view,NZ (New Zealand)
Alex,2019-10-01 05:45:42,00:15:03,,Megamind,,Apple TV 3,00:15:02,Not latest view,NZ (New Zealand)
Alex,2019-10-01 05:29:39,00:01:03,,Teen Titans Go!: Season 1: Burger vs. Burrito / Matched (Episode 12),,Apple TV 3,00:05:53,Not latest view,NZ (New Zealand)
Alex,2019-10-01 05:23:31,00:04:58,,Teen Titans Go!: Season 1: Burger vs. Burrito / Matched (Episode 12),,Apple TV 3,00:04:58,Not latest view,NZ (New Zealand)
Alex,2019-10-01 04:58:11,00:24:12,,The Garfield Show: Season 2: Unfair Weather: Part 1 / Unfair Weather: Part 2 (Episode 26),,Apple TV 3,00:24:12,Not latest view,NZ (New Zealand)
Alex,2019-10-01 04:34:40,00:23:25,,The Garfield Show: Season 2: Rain or Shine / Parrot Blues (Episode 25),,Apple TV 3,00:23:25,Not latest view,NZ (New Zealand)
Alex,2019-10-01 04:32:37,00:01:24,,The Garfield Show: Season 2: True Colors / The Mole Express (Episode 24),,Apple TV 3,00:01:23,Not latest view,NZ (New Zealand)
Alex,2019-10-01 04:28:44,00:03:49,,"The Garfield Show: Season 2: Me, Garfield and I / The Big Sleep (Episode 23)",,Apple TV 3,00:23:59,Not latest view,NZ (New Zealand)
Alex,2019-10-01 04:27:38,00:00:12,,Teen Titans Go!: Season 1: Burger vs. Burrito / Matched (Episode 12),,Apple TV 3,00:00:12,Not latest view,NZ (New Zealand)
Alex,2019-10-01 04:25:37,00:01:46,,Teen Titans Go!: Season 1: Terra-ized / Artful Dodgers (Episode 11),,Apple TV 3,00:13:36,00:13:36,NZ (New Zealand)
Alex,2019-10-01 02:53:48,01:28:02,,Paddington,,Apple TV 3,01:28:02,01:28:02,NZ (New Zealand)
Alex,2019-10-01 02:31:08,00:20:11,,"The Garfield Show: Season 2: Me, Garfield and I / The Big Sleep (Episode 23)",,Apple TV 3,00:20:10,Not latest view,NZ (New Zealand)
Alex,2019-10-01 02:07:36,00:23:27,,The Garfield Show: Season 2: Wicked Wishes / Full of Beans (Episode 22),,Apple TV 3,00:23:27,Not latest view,NZ (New Zealand)
Alex,2019-10-01 01:44:23,00:23:09,,The Garfield Show: Season 2: Depths of a Salesman / Detective Odie (Episode 21),,Apple TV 3,00:23:09,Not latest view,NZ (New Zealand)
Alex,2019-10-01 01:21:04,00:23:15,,The Garfield Show: Season 2: Cuter Than Cute / Pampered Pussycat (Episode 20),,Apple TV 3,00:23:15,Not latest view,NZ (New Zealand)
Alex,2019-10-01 00:57:22,00:23:37,,The Garfield Show: Season 2: Everything's Relative / Stealing Home (Episode 19),,Apple TV 3,00:23:37,Not latest view,NZ (New Zealand)
Alex,2019-09-30 05:35:06,00:23:18,,The Garfield Show: Season 2: A Gripping Tale / Jumbo Shrimpy (Episode 18),,Apple TV 3,00:23:17,Not latest view,NZ (New Zealand)
Alex,2019-09-30 05:11:33,00:23:28,,The Garfield Show: Season 2: Fido Food Feline / Mind over Mouse (Episode 17),,Apple TV 3,00:23:28,Not latest view,NZ (New Zealand)
Alex,2019-09-30 04:48:04,00:23:25,,The Garfield Show: Season 2: Great Pizza Race / Love & Lasagna (Episode 16),,Apple TV 3,00:23:25,Not latest view,NZ (New Zealand)
Alex,2019-09-30 04:25:06,00:22:45,,The Garfield Show: Season 2: Penny Henny / Pirate Gold (Episode 15),,Apple TV 3,00:22:45,Not latest view,NZ (New Zealand)
